,0
23549,jaimeSoldier!
23550,soldierMove away! Stop!
23551,manLet us in!
23552,manWe're not leaving!
23553,soldierTurn!
23554,euronTurn it around! Turn it around!
23555,euronGet back! Back!
23556,euronFire!
23557,soldierI can see her! Ready!
23558,soldierMove!
23559,soldierFire!
23560,soldierReload!
23561,soldierFaster! Hurry!
23562,manGo!
23563,manRun!
23564,qyburnYour Grace.
23565,cerseiAll we need is one good shot.
23566,"qyburnThe scorpions have all been destroyed, Your Grace."
23567,cerseiThe Iron Fleet hold Blackwater Bay. Euron killed one of her dragons. He can kill another.
23568,"qyburnYour Grace, the Iron Fleet is burning. The gates have been breached. The Golden Company-"
23569,cerseiOur men will fight harder than sellswords ever could. They will defend their queen to the last man.
23570,"qyburnYes, Your Grace."
23571,cerseiThe Red Keep has never fallen. It won't fall today.
23572,"manNo, no, no!"
23573,"jonMove, move!"
23574,manRun. Run! Come on!
23575,soldierRing the bells!
23576,manThe bells!
23577,manRing the bells!
23578,womanRing the bells!
23579,manRing the bloody bells!
23580,womanTell the queen to ring the bells.
23581,manRing the bells! Ring the bell!
23582,womanThis way.
23583,soldierRing the bell!
23584,manRing the bell!
23585,manRing them!
23586,manHelp us!
23587,manIn the name of the-
23588,manQueen! We're surrounded!
23589,manNow! Come on!
23590,manHurry up!
23591,jonNo! Get back! Get back!
23592,jonStay! Stay!
23593,davosQuickly. Quickly.
23594,jonStop!
23595,"soldierGet off me! Get off, bitch!"
23596,"womanNo, get off! Help! Help! No!"
23597,lannisterGo! Go!
23598,jonFind somewhere to hide.
23599,manMy God!
23600,euronThe Kingslayer.
23601,jaimeWe need to get the queen out of King's Landing.
23602,euronListen. That's the sound of a city dying. It's over.
23603,"jaimeWell, maybe for you."
23604,euronIf you kill another king before you die they'll sing about you forever.
23605,jaimeYou're no king.
23606,"euronOh, but I am. And I fucked the queen. If I win, I'll bring your head to Cersei so you can kiss her one last time."
23607,"qyburnYour Grace, it isn't safe here any longer."
23608,cerseiThe Red Keep is the safest place in the city.
23609,qyburnThe Unsullied have breached the gates of the Red Keep.
23610,qyburnMaegor's Holdfast would be a better place to wait out the storm.
23611,euronYou fought well for a cripple.
23612,euronAnother king for you.
23613,euronBut I got you!
23614,euronI got you!
23615,euronI'm the man who killed Jaime Lannister.
23616,"sandorGo home, girl. The fire will get her, or one of the Dothraki."
23617,sandorOr maybe that dragon will eat her. It doesn't matter. She's dead. And you'll be dead too if you don't get out of here.
23618,aryaI'm going to kill her.
23619,sandorYou think you wanted revenge a long time? I've been after it all my life.
23620,sandorIt's all I care about. And look at me.
23621,sandorLook at me! You wanna be like me?
23622,"sandorYou come with me, you die here."
23623,aryaSandor.
23624,aryaThank you.
23625,sandorYour Grace.
23626,"sandorHello, big brother."
23627,"cerseiSer Gregor, stay by my side."
23628,"cerseiSer Gregor, I command you."
23629,"qyburnObey your queen, Ser Gregor."
23630,"sandorYeah, that's you. That's what you've always been."
23631,cerseiYou're hurt.
23632,jaimeIt doesn't matter.
23633,cerseiYou're bleeding.
23634,owenAlanna! Alanna! Have you seen my wife? Have you seen my wife?
23635,aryaLet go.
23636,owenHave you seen my wife?
23637,manOut of the way!
23638,manNo!
23639,sandorOh.
23640,noraTake my hand. Take my hand! Get up. Get up.
23641,noraNo. No.
23642,aryaWait! Wait! No!
23643,sandorFucking die!
23644,jonWe need to fall back! Fall back behind the wall! Fall back!
23645,soldierFall back!
23646,jonGet out of the city! Fall back! Fall back! Fall back!
23647,aryaYou can't stay here. You have to keep moving.
23648,womanWe can't go out there.
23649,aryaYou have to.
23650,womanEveryone out there is dead.
23651,"aryaIf you stay here, you'll die. Follow me."
23652,aryaFollow me!
23653,"manCome on, quickly. All of you."
23654,vickyMama! Mama! Mama!
23655,vickyNo. Mama! Mama! Mama!
23656,aryaGet up. Get up!
23657,aryaWe have to keep moving.
23658,noraTake her. Take her!
23659,noraTake her.
23660,aryaCome on! Come on!
23661,jaimeThis way.
23662,cerseiI want our baby to live. I want our baby to live. I want our baby to live.
23663,"cerseiDon't let me die, Jaime. Please don't let me die."
23664,jaimeIt's all right.
23665,cerseiPlease don't let me die.
23666,cerseiI don't want to die.
23667,jaimeJust look- Look at me. Look at me.
23668,cerseiNot like this. Not like this. Not like this.
23669,jaimeLook- Look- Look me in the eye. Don't look away. Don't look- Look at me! Just look at me.
23670,jaimeNothing else matters. Nothing else matters. Only us.
23671,tyrionI'll find you later.
23672,jonIt's not safe. Let me send some men with you.
23673,tyrionI'm going alone.
23674,"greyIn the name of the one true queen, Daenerys Targaryen, I sentence you to die."
23675,jonGrey Worm!
23676,jonIt's over.
23677,greyThese men are prisoners. It is not over until the queen's enemies are defeated.
23678,davosHow much more defeated do you want them to be? They're on their knees.
23679,greyThey are breathing.
23680,"davosLook around you, friend. We won."
23681,"greyI obey my queen's commands, not yours."
23682,jonAnd what are the queen's commands?
23683,"greyKill all who follow Cersei Lannister."" These are free men. They chose to fight for her."
23684,"davosEasy, men. Easy! Easy."
23685,davosJon. We should speak with the queen.
23686,daenerysBlood of my blood.
23687,daenerysYou kept all your promises to me. You killed my enemies in their iron suits.
23688,daenerysYour tore down their stone houses. You gave me the Seven Kingdoms.
23689,daenerysTorgo Nudho.
23690,"daenerysYou have walked beside me since the Plaza of Pride. You are the bravest of men, the most loyal of soldiers. I name you commander of all my forces, the Queen's Master of War."
23691,daenerysUnsullied. All of you were torn from your mother's arms and raised as slaves. Now you are liberators. You have freed the people of King's Landing from the grip of a tyrant!
23692,daenerysBut the war is not over. We will not lay down our spears until we have liberated all the people of the world!
23693,"daenerysFrom Winterfell to Dorne, from Lannisport to Qarth, from the Summer Isles to the Jade Sea! Women, men and children have suffered too long beneath the wheel."
23694,daenerysWill you break the wheel with me?
23695,daenerysYou freed your brother. You committed treason.
23696,tyrionI freed my brother. And you slaughtered a city.
23697,daenerysTake him.
23698,jonWhat are you doing here?
23699,"jonHey, what happened?"
23700,aryaI came to kill Cersei. Your queen got there first.
23701,jonShe's everyone's queen now.
23702,aryaTry telling Sansa.
23703,jonWait for me outside the city gates. I'll come find you.
23704,aryaJon. She knows who you are. Who you really are. You'll always be a threat to her. And I know a killer when I see one.
23705,tyrionDid you bring any wine?
23706,jonNo.
23707,"tyrionAh... Well... thank you for coming to see me. Our queen doesn't keep prisoners for long. I suppose there's a crude kind of justice. I betrayed my closest friend and watched him burn. Now Varys's ashes can tell my ashes, ""See, I told you."" It just occurred to me. I'm talking to the only man alive who knows where I'm going."
23708,tyrionSo is there life after death?
23709,jonNot that I've seen.
23710,tyrionI should be thankful. Oblivion is the best I could hope for. I strangled my lover. I shot my own father with a crossbow. I betrayed my queen.
23711,jonYou didn't.
23712,"tyrionI did. And I'd do it again, now that I've seen what I've seen. I chose my fate. The people of King's Landing did not."
23713,jonI can't justify what happened. I won't try. But the war is over now.
23714,"tyrionIs it? When you heard her talking to her soldiers, did she sound like someone who's done fighting?"
23715,tyrionShe liberated the people of Slaver's Bay. She liberated the people of King's Landing. And she'll go on liberating until the people of the world are free and she rules them all.
23716,"jonAnd you've been by her side, counseling her. Until today."
23717,tyrionUntil today. Varys was right. I was wrong. It was vanity to think I could guide her. Our queen's nature is fire and blood.
23718,"jonYou think our house words are stamped on our bodies when we're born and that's who we are? Then I'd be fire and blood too. She's not her father, no more than you're Tywin Lannister."
23719,"tyrionMy father was an evil man. My sister was an evil woman. Pile up all the bodies of all the people they ever killed, there still won't be half as many as our beautiful queen slaughtered in a single day."
23720,jonCersei left her no choice.
23721,"tyrionThe moment the gates fell, the battle was over."
23722,jonShe saw her friend beheaded. She saw her dragon shot out of the sky.
23723,tyrionAnd she burned down a city for it.
23724,"jonAh, it's easy to judge when you're standing far from the battlefield."
23725,tyrionWould you have done it?
23726,jonWhat?
23727,"tyrionYou've been up there, on a dragon's back. You've had that power. Would you have burned the city down?"
23728,jonI don't know.
23729,"tyrionYes, you do. You won't say because you don't want to betray her but you know."
23730,jonWhat's it matter what I'd do?
23731,"tyrionIt matters more than anything. When she murdered the slavers of Astapor, I'm sure no one but the slavers complained. After all, they were evil men."
23732,"tyrionWhen she crucified hundreds of Meereenese nobles, who could argue? They were evil men. The Dothraki khals she burned alive? They would have done worse to her. Everywhere she goes, evil men die and we cheer her for it. And she grows more powerful and more sure that she is good and right. She believes her destiny is to build a better world for everyone. If you believed that if you truly believed it, wouldn't you kill whoever stood between you and paradise?"
23733,tyrionI know you love her. I love her too. Not as successfully as you. But I believed in her with all my heart. Love is more powerful than reason. We all know that. Look at my brother.
23734,jonLove is the death of duty.
23735,tyrionYou just came up with that?
23736,jonMaester Aemon said it a long time ago.
23737,"tyrionSometimes duty is the death of love. You are the shield that guards the realms of men. And you've always tried to do the right thing. No matter the cost, you've tried to protect people. Who is the greatest threat to the people now?"
23738,tyrionIt's a terrible thing I'm asking. It's also the right thing. Do you think I'm the last man she'll execute? Who is more dangerous than the rightful heir to the Iron Throne?
23739,jonThat's her decision. She is the queen.
23740,jonI'm sorry it came to this.
23741,tyrionAnd your sisters? Do you see them bending the knee?
23742,jonMy sisters will be loyal to the throne.
